"
生蛋超超人
", ------如果有来生，我愿做一棵树，站成永恒，没有悲欢的姿势，一半在尘土里安详，一半在风里飞扬，一半洒落阴凉，一半沐浴阳光，非常沉默，非常骄傲，从不依靠，从不寻找。,2014-04-10
"
多情自古伤脑筋
",            早,2014-04-10
"
喵喵的猪小四
",            晚安哒,2014-04-11
"
我亦如初
",            午安,2014-04-11
"
你真昊
",            新人求顶贴，啊绿晚安,2014-04-11
"
雪山飞虎6B
",            我要留名,2014-04-12
"
如果你记得阿绿
",            心情烂心情吐,2014-04-12
"
山中避雨
",            一个没水准的数学题……11 1 2 1 1 2 1 1 1 1 1 2 2 1 下一行是什么？,2014-04-12
"
潘土豪没钱吃饭
",            突然睡不着了。。。。。我得睡觉我得睡觉,2014-04-13
"
如果你记得阿绿
",            你在哭，世界在看。你在笑，世界还是在看。晚安，自己。,2014-04-13
"
丨Jeason丶
",            晚安。,2014-04-13
"
蔸蔸里有钢镚
",            如果楼下是女的，请告诉她我喜欢她，如果是男的请帮我打死他。                                       -毕竟我只是新人而已，不敢大声说话，只好默默的水啊~,2014-04-14
"
喵喵的猪小四
",            晚安！╮(╯▽╰)╭,2014-04-14
"
Top_尕猴
",            安啦，好毅力,2014-04-15
"
枫叶的宁静
",            晚安了，快千层大楼了。,2014-04-15
"
雅歌风竹
",            安晚,2014-04-15
"
Smilelee95
",            今天好晚 晚安,2014-04-16
"
似水年华青衫泪
",            晚安,2014-04-16
"
勤奋的梧桐叶
",            晚安,2014-04-16
"
小米3S青春版
",            随心所欲，随性而为，无欲无求，万法归一！,2014-04-17
"
多情自古伤脑筋
", 今天考试完了 0- 0作业也交了- -感觉轻松好多,2014-04-17
"
师大好基友
",            晚安,2014-04-17
"
神秘的小处男oo
",            一丝不挂,2014-04-17
"
喵喵的猪小四
", ,2014-04-17
"
地平线902
",            半个月的晚安不容易！！,2014-04-17
"
如果你记得阿绿
",            不需要很多人留言。我是认真的在晚安。每晚都记得你们。,2014-04-17
"
渥挤沑dbobbo
",            小的高三学弟一枚，今年想考本校的服表专业，求师哥，师姐帮打听文化，专业要求。在此谢过。,2014-04-18
"
__许小澜
",            早安,2014-04-18
"
是平静还是空白
",            楼主好辛苦 我留个言 楼主不用晚安也没关系因为我做不了这么有毅力的事我怕我回复不了你顺带一说是爱美丽吸引我进来留言的,2014-04-18
"
小米3S青春版
",            只希望，梦醒来，岁月仍无恙，心之乡，在远方，天之蓝，风清日朗。,2014-04-19
"
偶偶是男孩
",            楼主自己一个人照顾好自己，晚上盖好被子，早晨醒来不要猛的坐起来会头疼，不要吃凉的辣的对胃不好，过马路的时候左右看，好好吃饭，不要就穿那么点衣服，感冒了一定要吃药，不要熬太晚，睡觉时记得把手机的亮度调低些，不然有辐射，记得我在关心你。,2014-04-19
"
如果你记得阿绿
",            今晚客户端不给力。我擦~。。不知道是不是每个人都回复了。好累。。。。我睡啦。晚安，大家,2014-04-20
"
晚安move
",            这篇帖子有点火,2014-04-20
"
兄弟噶走起
",            楼主自己一个人照顾好自己，晚上盖好被子，早晨醒来不要猛的坐起来会头疼，不要吃凉的辣的对胃不好，过马路的时候左右看，好好吃饭，不要就穿那么点衣服，感冒了一定要吃药，不要熬太晚，睡觉时记得把手机的亮度调低些，不然有辐射，记得我在关心你。,2014-04-20
"
小任别
",            晚安,2014-04-21
"
星星闪闪prince
",            佳月    阿绿   嘻～,2014-04-21
"
如果你记得阿绿
", 醒来看到好多早安…好开心,2014-04-22
"
大爱匆匆过客
",            晚安,2014-04-22
"
蔸蔸里有钢镚
",            晚安,2014-04-22
"
多情自古伤脑筋
",            晚安,2014-04-23
"
炸死胖子
",            我居然看完了~楼主真有毅力 其实这样的贴很温暖有木有。 希望能坚持~,2014-04-23
"
绿洲给了沙漠a
",            晚安,2014-04-24
"
獨尊__豪
",            上古年间，有着这样一群人， 他们手拖酱油瓶，自称挽尊党 ，纵横星域，所向无敌，所到之地，万民膜拜，不知从何处来，去往何处，每到一地，所有强者莫不遵从。去时只留挽尊二字，让整片星空颤抖，提及他们，所有人只能用仰望来形容。它们称霸宇宙2万年。后来不知因何事不知所踪，百万年来，世间一直有着它们的传说。5千年前，神算子临终前， 给世人留下这样一句话:灾难将起，挽尊重现！,2014-04-26
"
谁家小丸子
", ,2014-04-27
"
如果你记得阿绿
",            可能你已走进别人风景。,2014-04-27
"
多情自古伤脑筋
",            早~今天天气真不错,2014-04-27
"
xl3634
",            晚安,2014-04-27
"
师大第一丧尸
",            晚安,2014-04-28
"
亲爱的lulita
",            夜深人静的时候总是清醒的不得了。晚安,2014-04-28
"
湖师大慧慧
",            今天老同桌和我表白了，隔了那么多年，没想到还有个表白，虽然。。。这让我想到了新出的电影《同桌的你》，不过还没看呢,2014-04-28
"
冠军伯纳乌
",            晚安  我就不信楼主会回我....,2014-04-28
"
桃子湖二花
",            晚安,2014-04-29
"
喵喵的猪小四
",            晚安！看我的新头像,2014-04-30
"
多情自古伤脑筋
", 安,2014-04-30
"
让我想个好名儿
",            真是暖心好学姐 真心好毅力 不常上贴吧 所以回复很不及时 谢谢每一个晚安 在给我发的同时你就要明了我也回复了你哦~满满的爱~望一切安好啦~,2014-04-30
"
百禾99
",            嘻嘻，我也要，谢谢楼主,2014-04-30
"
ど刘大菜
",            晚安,2014-05-01
"
_亲爱的路人丶
",            晚安,2014-05-01
"
我亦如初
",            不错的妹纸,2014-05-02
"
晚安move
",            无限水贴,2014-05-02
"
如果你记得阿绿
",            75,2014-05-02
"
_亲爱的路人丶
",            晚安,2014-05-02
"
_亲爱的路人丶
",            我又来了，啦啦啦啦啦啦啦啦,2014-05-02
"
芒果卡布达
",            吼吼吼(^V^),2014-05-03
"
_亲爱的路人丶
",            晚安,2014-05-03
"
百禾99
",            晚安O:-),2014-05-04
"
鹿瞳
",            我也想要晚安,2014-05-05
"
如果你记得阿绿
",            说晚安的人已满，77个。,2014-05-05
"
度之人生百
",            安,2014-05-05
"
xl3634
",            晚安,2014-05-06
"
xl3634
",            晚安,2014-05-06
"
xl3634
",            晚安,2014-05-06
"
xl3634
",            晚安,2014-05-06
"
zjf438
",            为何此贴如此火,2014-05-07
"
多情自古伤脑筋
",            手机客户端又回来了，安好^O^,2014-05-07
"
地方爱面子
",            大水怪,2014-05-07
"
青稚
", 晚上好,2014-05-07
"
多情自古伤脑筋
", 有预感本帖将成为桃子湖第一大贴,2014-05-08
"
广阔天空POWER
",            晚安,2014-05-09
"
多情自古伤脑筋
",            晚安== 今天OMG输了- -唉,2014-05-10
"
vampire丶he
",            每天都看到这贴～,2014-05-10
"
清迈旧时光
",            晚安湖师大，我想见下你的好。,2014-05-10
"
星星闪闪prince
",            阿绿   辛苦了    谢谢你每天晚上的晚安,2014-05-10
"
如果你记得阿绿
",            说晚安的只有前77个人。所以…后面的…,2014-05-11
"
蔸蔸里有钢镚
",            阿绿是好人。,2014-05-11
"
蔸蔸里有钢镚
",            晚安 宝贝。,2014-05-11
"
蔸蔸里有钢镚
",            我去喝我的玉米骨头汤，饿了，现在在热，好香呢。,2014-05-11
"
路痴情节
",            晚安,2014-05-11
"
寻觅丶青春安好
",            晚安,2014-05-11
"
日复一日LE
",            晚安,2014-05-11
"
〖蓓〗【蕾】
",            晚安我终于有一次是第一个签到了,2014-05-12
"
清迈旧时光
",            晚安，一见容止误终身，不见容止终身误。,2014-05-12
"
詹姆斯zx
",            留名　_______________________________ ｜詹姆斯zx吧　　 ｜百度一下｜　ˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉˉ　　　地图 贴吧 视频 图片　hao123　　新闻 应用 音乐 文库　　更多　　　　 小说　游戏　下载　　　　　触屏版|电脑版　　　Baidu 京ICP证030173号,2014-05-12
"
神秘的小处男oo
",            早安    最佳损友,2014-05-12
"
内酷不会歪
",            这么火的帖子我必须进来回复一个:挽尊,2014-05-12
"
多情自古伤脑筋
",            安~回复太多- -经常找不到那层啊,2014-05-12
"
清迈旧时光
",            晚安，阿绿，晚安，麦子。,2014-05-13
"
妹子的对A呢
",            这个女图最近很火啊,2014-05-14
"
许先生爱宜淡写
",            啊欧 一直忘了来留名午安 镇楼是我喜欢的法国女星,2014-05-14
"
Smilelee95
",            晚安  背完单词碎觉觉,2014-05-14
"
多情自古伤脑筋
",            晚安 ！鄙视楼上学霸,2014-05-15
"
QE级
","            buenas noches,a todos,a mi diosa,a quien lo necesita",2014-05-15
"
晓至
", ,2014-05-15
"
凝眸处泪沾花
",            顶,2014-05-15
"
神秘的小处男oo
",            晚安  愚人快乐,2014-05-15
"
与君交之
",            好多人啊，晚安～,2014-05-15
"
月自是白
",            晚安～,2014-05-16
"
海的风帆
",            累吗  加我一个不多,2014-05-18
"
清迈旧时光
",            阿绿，湖南师范我是去不了了。,2014-05-19
"
tianzhenhero
",            这个帖子干嘛用的　　　——旋律要煽情的，还是最平凡的,2014-05-19
"
再見_舊時光___
",            第一次回复这个帖子呢，晚安,2014-05-19
"
新SHENG
","            血腥的我没拍#(pic,5882b2b7d0a20cf42",2014-05-20
"
师大第一丧尸
",            晚安阿绿，希望你早点快乐起来，好好的，这么多天真是辛苦了，么么哒,2014-05-21
"
香奈儿丝
",            这么高的水楼居然还说自己不水,2014-05-21
"
师大好基友
", ,2014-05-21
"
与君交之
",            晚安,2014-05-21
"
不可理鱼
",            哇！这要回多久啊。。,2014-05-21
"
鹿瞳
",            学长晚安,2014-05-21
"
多情自古伤脑筋
",            阿绿^O^等你回来哟,2014-05-22
"
釉榆
",            阿绿，晚安,2014-05-23
"
多情自古伤脑筋
",            晚安~,2014-05-23
"
qq名今天
",            阿绿，晚安,2014-05-24
"
Smilelee95
",            晚安,2014-05-25
"
多情自古伤脑筋
",            ~\(≥▽≤)/~晚安,2014-05-27
"
山贼王
",            楼主你好，楼主再见。我是豆浆哥，请眼熟我,2014-05-27
"
无处安放的明天
",            晚安,2014-05-28
"
多情自古伤脑筋
",            端午节快乐！晚安？,2014-06-02
"
大热2003401
",            晚安！,2014-06-02
"
Smilelee95
",            早安,2014-06-02
"
雅歌风竹
",            早安,2014-06-02
"
师大好基友
",            晚安,2014-06-02
"
Smilelee95
",            晚安,2014-06-02
"
他久觅
",            早安,2014-06-03
"
桃子湖底的草
",            早,2014-06-04
"
2一个很好的
",            绿儿，晚安,2014-06-05
"
Smilelee95
",            晚安,2014-06-06
"
琛哥是理想型
",            晚安，,2014-06-06
"
城东新雪i
",            晚安好梦,2014-06-06
"
香奈儿丝
",            为什么能精,2014-06-07
"
似水年华青衫泪
","            She walks in beauty, like the night 　　Of cloudless climes and starry skies; 　　And all that's best of dark and bright 　　Meet in her aspect and her eyes: 　　Thus mellowed to that tender light 　　Which heaven to gaudy day denies.One shade the more, one ray the less, 　　Had half impaired the nameless grace 　　Which waves in every raven tress, 　　Or softly lightens o'er her face; 　　Where thoughts serenely sweet express 　　How pure, how dear their dwelling place.And on that cheek, and o'er that brow, 　　So soft, so calm, yet eloquent, 　　The smiles that win, the tints that glow, 　　But tell of days in goodness spent, 　　A mind at peace with all below, 　　A heart whose love is innocent!",2014-06-08
"
多久1不见
",            看起来楼主很清闲啊，回帖都回复好几百条。。,2014-06-08
"
顾朝朝啊
",            晚安，楼主,2014-06-08
"
象牙塔埃菲尔
",            晚安,2014-06-08
"
鹿其
",            好有爱的感觉T T晚安,2014-06-09
"
瘾君子木糖醇
",            晚安，美梦。,2014-06-09
"
2一个很好的
",            good night,2014-06-09
"
图图和青青
",            晚安～,2014-06-09
"
趴趴329122
",            我也来水一楼～～～医学生默默刷夜中～～～撒花～～蹦蹦～～,2014-06-09
"
116tlz
",            晚安,2014-06-10
"
绿洲给了沙漠a
",            一个房间一个电脑一个空调一个人一个暑假,2014-06-10
"
麦红枣爱漏阴
",            镇楼图 是天使爱美丽？,2014-06-10
"
vampire丶he
", 今天断签了！,2014-06-11
"
沫汐灬花颜
",            小小水一下,2014-06-11
"
2一个很好的
",            我是来晚安的，今天来两个单词。,2014-06-11
"
维多利亚的ID
",            很久前看到这个贴了，怎么还在？,2014-06-11
"
碧落双何
",            我水！,2014-06-11
"
许先生爱宜淡写
",            晚安 Bonne nuit.让我们从新开始,2014-06-11
"
瘾君子木糖醇
",            亲爱的阿绿，早上好。刚吃了一个面包，准备开始一天的学习了，下半年就大四了，以后就木有这么多时间可以玩了。,2014-06-12
"
卷毛yeah
",            求问本部可不可以转去医学院？萌新瑟瑟发抖求问,2018-11-12
"
风早太
",            不可以,2018-11-13
"
不辣的皮特
",            可以的,2018-11-14
"
爱别离1996
",            应该可以吧，但是有点浪费你高考的分数,2018-11-14
"
牧神左右
",            很好,2018-11-15
"
阿衰125
",            劝人学医，天打雷劈,2018-11-15
"
weirdo
",            可以的,2018-11-22
"
荏苒JUROL
",            学长学姐们，湖南师范大学汉语言文学专业分在哪个宿舍,2018-07-02
"
两水一马
",            抽签决定的，可能在天马,2018-07-02
"
贴吧用户_QWZD3M1
",            请问，理科生汉语言文学是师范类吗?本人立志当老师,2018-11-22
"
很多别的办法
",            有喜欢潮牌的吗？,2018-11-15
"
很多别的办法
",            喜欢的加ZHAO-xi7,2018-11-15
"
江舟雨豪
",            有学伦理学和医学的朋友？你们支持代孕吗？ 求理由！！,2017-05-09
"
ON瞎忙活
",            不合法,2017-05-09
"
快快乐乐660
",            一个愿打一个愿挨。,2017-05-10
"
少司命
",            不支持，如果你是亲妈妈，代孕妈妈想定期探望孩子，你是给还是不给？伦理上应不应该允许探望？如果孩子的爸对为他怀胎十月生宝宝的代孕妈妈产生感情了怎么办？这不是货款两讫就能解决的问题,2017-05-10
"
go不要怕
",            别呀,2017-05-10
"
go不要怕
",            男女平等，男女平等。一直就在提倡这个事。假如代孕合法的话，这是不是意味着女性在人们的观念里还只是一个生育工具。现在试管婴儿技术越来越成熟，为什么要让一个陌生人来养育自己的血脉。,2017-05-10
"
go不要怕
",            这个孩子长大之后，谁是它的母亲。,2017-05-10
"
go不要怕
",            人和动物最大的区别就是人有思想，有廉耻心。代孕这种事面临的问题无法承受后果,2017-05-10
"
快乐丶胖哥
",            灰色产业,2017-05-17
"
春天百合0808
",            怎么可能会合法呢，去百度科普一下吧。,2018-11-18
"
Aa13380549296
",            有人认识学生会的同学么,2018-11-22
"
风早太
",            无,2018-11-22
"
JC横扫江湖
",            哪个院，还是校学生会？,2018-11-22
"
浅淅筱煕
",            求问有没有湖师大 历史 考研的研友或者学长学姐呢？,2018-10-31
"
clothesyf
",            在这找学长学姐估计不太好找，你可以多逛逛不同的贴吧看看，或者到天涯，知乎，豆瓣之类的也了解下。不过一般是不太好找，我当初也找过，后来觉得太浪费时间了，就在天道考研盼盼老师那报了个专业的辅导班，效果挺好的,2018-10-31
"
口碑巧乐兹
",            找学长学姐去@口碑课程网   直系研究生专业课一对一指导，相关的资料也都直接给你提供，没有答案的，研究生也可以直接给你讲解。从初试到复试，性价比超高，而且靠谱。有任何不懂的问题，都可以来免费咨询~,2018-10-31
"
风早太
",            消息已经发你了,2018-11-01
"
Angela富龙
",            加个好友？,2018-11-22
"
肪匚撂饺少舶
", ,2018-11-22
"
肪匚撂饺少舶
",            想要来自取,2018-11-22
"
肪匚撂饺少舶
",            备注领取资料谢谢配合,2018-11-22
"
风早太
",            不错,2018-11-22
"
肪匚撂饺少舶
", ,2018-11-22
"
敢为难我胖虎
", 有没有被套路贷伤害过的，可解答一切小套路。毕竟现在才脱坑,2018-11-22
"
风早太
",            ？,2018-11-22
"
石怪菇娘
",            请问有没有数学教育学直系学长学姐,2018-11-22
"
风早太
",            ？,2018-11-22
"
少年包青蛙
",            在线等 求回复,2018-11-20
"
少年包青蛙
",            滴滴滴滴~~,2018-11-20
"
少年包青蛙
",            滴滴滴,2018-11-21
"
少年包青蛙
",            没人理我的第三天。想他想他~,2018-11-22
"
嘻嘻嘻
", ,2018-11-20
"
风早太
",            广告,2018-11-20
"
贴吧用户_QU2eW6P
",            有么有认识的会淘宝店面设计和管理的人？或者会开淘宝店的人给我介绍一个啊,2018-11-22
"
贴吧用户_QU2eW6P
",            在你们同学里面帮忙找一个会淘宝店面装修的人叻,2018-11-22
"
Angela富龙
",            湖南师范在考验复试阶段会存在本科歧视么求告知  有没有中国史的学长学姐啊,2018-11-21
"
清苑丶幽州
",            不会，师大非常公平，三本二本都不会歧视你，加油学吧,2018-11-21
"
风早太
",            都有可能,2018-11-21
"

藏于深海
",            师大中国史的老师，我只能说他眼里只有本科师大人和非师大人，不歧视比师大差的学校，但会照顾师大自己的学生,2018-11-22
"
一叶桃花甜
",            不会，我们历文院的老师都超级好～,2018-11-22
"
浅淅筱煕
",            可以借楼问下，历史考研有哪几门嘛？谢谢,2018-11-22
"
瀚墨云桥
",            重彩法这种画法多为工笔画，以青绿主色，故称“青绿山水”，也叫“大青绿”。这种设色只能在熟绢熟纸上进行。先用淡墨勾出轮廓红，再运用工笔画的种种设色方法，一层层地把颜色染上去，最后用浓墨勾勒开醒，点苔提神。潘素青绿山水画作品在青绿山水中常用的方法如下：（1）衬托法在绢或纸的背面涂一层与正面景物相应的颜色，使正面颜色更厚或更鲜艳。如用汁绿染树叶，后面衬以石绿，用石绿染山石，后面衬以石青等。（2）渲染法同时用两支笔，一支蘸颜色涂在纸上，一支蘸清水把颜色化开去，产生由浓到淡的色彩变化，以表现物象的明暗，或云雾的显隐。（3）笼罩法即先铺底，后罩色的方法。一般是先用渲染法上底色，层层复加积染，颜色宜厚重;再添涂一、二次罩色，罩色宜鲜明淡薄。可根据不同的需要，选择不同的底色和罩色，使二者相得益彰，产生鲜明、厚重、复杂、丰富的色彩效果。如用花青铺底罩石绿，则浑厚凝重;赭石铺底罩以石绿，则鲜明温暖。,2018-11-22
"
李李原上草7999
",            亲爱的学长学姐，师大考研专业理论试卷多大的纸吗有人说a4有人说b5，有人知道吗，我考工设院，服装设计专业的,2018-11-22
"
巨蟹辉煌成就
",            学长给学妹学弟们分享全国各个院校各个大学的报录比资料,2018-11-14
"
巨蟹辉煌成就
",            想要资料的可以留下邮箱,2018-11-14
"
大神灬day
",            楼主我想要       给我发一下     谢谢了       邮箱地址：1597395242@qq.com,2018-11-14
"
免俗1998
",            1242513761@qq.com谢谢,2018-11-14
"
you快乐shang
",            858588609@qq.com  多谢楼主,2018-11-14
"
鈾氣槥銆
",            1248172456@qq.com谢谢楼主,2018-11-15
"
在海中引领哚咦
",            851939337@qq.com 谢谢,2018-11-15
"
安灬筱妍
",            1193347459@qq.com,2018-11-16
"
一个包子
",            1373541038@qq.com谢谢,2018-11-16
"
shhjjdoc
",            2587367416@qq.com谢谢,2018-11-16
"
饿的842
",            lls236lls@163.com谢谢楼主了,2018-11-19
"
我曾污过
",            739001224@qq.com,2018-11-20
"
恋凡尘
",            1335125393@qq.com谢谢,2018-11-22
"
苏叶木
",            1053560117@qq.com,2018-11-22
"
苏叶木
",            麻烦了，谢谢～,2018-11-22
"
瀚墨云桥
", 朱砂：是一种天然汞化物，近代也有人工合成的，遮盖力强，一般只用原色，以之点秋天红叶，画亭台栏杆等。赭石：虽是矿物，质较轻清，可调和他色使用。在淡彩山水画中，常作为染山石、树干的主色，也用以画远山，表示夕阳返照下山峰的色彩。石青：矿物质，遮盖力极强。澄汰后，按其质的轻重分为头青、二青、三青。山水画只用质轻的二青、 三青，可用于点夹叶或开醒点苔;在青绿山水中用以染突出部位的山石。石绿：矿物质，遮盖力也强。澄汰后，分为头绿、二绿、三绿。头绿质重色深，山水画中少用，二绿与三绿在重彩、淡彩山水画中都广泛使用。石黄：矿物质，山水画中仅用于点夹叶。白粉：有铅白、锌白、蛤粉等品种，青绿山水用它来积染白云，雪景山水也有用它来染山头积雪，或用弹洒法表现空中飞雪的。金粉、银粉：仅用于金碧重彩的山水画。花青：为染料蓝靛的制品，在山水画中使用最广泛，山石草木都用得上，可与藤黄调出各种色度的绿色，加少量洋红也能配成紫色。藤黄：为一种藤本植物的树脂，有毒不能入口。藤黄单用，易产生火气，故多调和他色使用。前人画树枝用藤黄入墨，有苍润之感。胭脂：为胭脂花的制品，山水画中只用于染春天的桃花与秋天的红叶。洋红：植物质颜料，最初从国外输入，故称西洋红，现在的铅管颜料标名曙红。此外，还有大红，也属同类性质。用法与胭脂相同，调入白粉则为粉红。,2018-11-22
"
o
",            不知道姓名，只知道性别女，目前大二17届的文化产业管理，周一下午有文化产业经济学这门课，家是湖北宜昌的，如果有人知道，或者本人看到就联系一下我吧，至少让我知道你还好。,2018-11-20
"
风早太
",            不知道,2018-11-20
"
o
",            同学 你是这个专业的吗？,2018-11-21
"
o
",            每天顶一下 希望你一瞬间能看到,2018-11-21
"
o
",            别沉啊,2018-11-21
"
o
",            每天顶，知道你看到,2018-11-22
"
兰岚smile
",            你想干啥?讲不定她不玩贴吧呢,2018-11-22
"
o
",            我想知道她到底怎么了，突然就消失了，我知道呀，她可能不玩贴吧，但是 如果有认识她的或者同专业的 请让她联系我,2018-11-22
"
o
",            没事儿就来顶一下,2018-11-22
"
风早太
",            你好，楼主是长沙的学校吗？我是师大的,2018-11-21
"
冰了个冰小童鞋
",            我也是20考研，不过想考法学，加油吧,2018-11-21
"
默沫-
",            基础打好才是关键，像我在惊呼网学习虽然只有两三周，但每周的学习任务都有单词语法，毕竟英语是个积累的过程，个人觉得词汇这块掌握的还可以，比以前一下子大量背效率高多了，每次还考试检查自己的掌握情况，然后再巩固 ,2018-11-22
"
过去时光
",            我是一个普通一本大学的学生，想考贵校的学前教育的研究生。想问往年考学前教育的学生有多少人?最后录取有多少人?,2018-11-22
"
风早太
",            不知道,2018-11-22
"
啦啦啦哈哈吼
",            各位有谁知道德智后街的老孙家肉夹馍现在在哪开？,2018-11-22
"
风早太
",            不知道,2018-11-22
"
勇统统
",            15级毕业还发教师资格证吗？大佬们,2018-11-21
"
风早太
",            等通知,2018-11-21
"
fjw16631
",            不知道你们学校,2018-11-21
"
最依赖的回忆
",            我们学校发,2018-11-22
"
迷之雅白
",            请问各位学长学姐，寒假什么时候放呢？,2018-11-22
"
风早太
",            1.21,2018-11-22
"
fuidghfei
",            请问湖师大门口有那种卖各科期末试卷的地方吗 求教各位,2018-11-21
"
fuidghfei
", ,2018-11-21
"
fuidghfei
",            有人知道吗,2018-11-21
"
风早太
",            复印店,2018-11-21
"
milan张
",            注：在别的学校看到的，非原创，但是卤主表示亲测答案完全正确,2016-02-07
"
milan张
",            第一个必修:改革开放的历史进程与基本经验1-5:C A C A ABC 6-10:ABCD ACD ABCD ABC ABC 11-15:ABD ABC ABC CD B 16-20:A A B C A,2016-02-07
"
milan张
",            第二个必修:青年干部的辩证思维1-5:B A B A B 6-10:A B A B B 11-15:D B B A B 16-20:C A D B D,2016-02-07
"
milan张
",            第三个必修，中国共青团团史。1-5:AC AB ABC CD ABCD 6-10:A B C B A 11-15:C C A B A 16-20:AC ACD ABC BCD AB,2016-02-07
